"tweet_id","tweet_user_id","reply_user_id"
"1126738872635777024","880225658856722432","1039649884142358528"
"1126743637663014912","959762051194290177","959762051194290177"
"1126745625083633664","952199352784535552","952199352784535552"
"1126769682705346560","949486722705960961","949486722705960961"
"1126798960549617665","1121958841","1121958841"
"1126319207061364736","1113134097352798209","22172276"
"1126309517422202880","1622004416","1048018930785083392"
"1126820528390660096","1036636331521306624","1027703653329784832"
"1126338880905441280","844161371696640001","1052828774729826304"
"1126832191273439232","2305010683","11994"
"1126375013504954368","815987719105028096","841793306426265600"
"1126376188497186818","1049744262567346176","4282123713"
"1126832203629916160","1097474310136946688","1097474310136946688"
"1126838482687545345","1112077568495087616","1112077568495087616"
"1126403309240061953","3006545840","18899974"
"1126845115274805248","2760609815","3644811674"
"1126404140857303041","3006545840","18899974"
"1126842588672057345","1112077568495087616","1112077568495087616"
"1126409868615847936","1036636331521306624","1027703653329784832"
"1126415062736879617","3006545840","18899974"
"1126856759329607680","1092163727678418944","1092163727678418944"
"1126853524053286914","67716037","67716037"
"1126424765047009280","2734063365","2605611910"
"1126871115803045888","1099107738519568384","1048018930785083392"
"1126429571841179648","1036636331521306624","1027703653329784832"
"1126439192995610624","3008900431","999898251288502272"
"1126871005811445761","1092053546621489153","11994"
"1126877102765158402","1052787307600863232","1048018930785083392"
"1126467873348706304","624961716","1048018930785083392"
"1126878271243726850","1050775004814733312","3271056830"
"1126489619791532038","1036636331521306624","1027703653329784832"
"1126521954083770369","1095118142152605696","1048018930785083392"
"1126527621968347136","1054035250744041472","1054035250744041472"
"1126907461510807552","1123940748079108096","1123940748079108096"
"1126904624059863041","811165950980460544","2829333475"
"1126538150439002112","1122126424708669441","1119104276083527682"
"1126544272570834944","799260960019988481","18899974"
"1126940370233774080","1092053546621489153","18899974"
"1126555080520454144","1009680315214802944","18899974"
"1126556033252458496","1113456354222661633","1044904423670116353"
"1126924173391958016","1092053546621489153","18899974"
"1126931145608708096","29347390","207936757"
"1126932591544864768","1120741157900824578","238431491"
"1126948928883003392","968443511971315712","968443511971315712"
"1126597428679991297","890281661392453632","1122660027255414784"
"1126598234422616078","976869984826810368","1048339507555262464"
"1126611668044324864","3893826374","1048018930785083392"
"1126609627142135808","1100137391195602945","1100137391195602945"
"1126969867964485633","996660897266454529","996660897266454529"
"1126659108088754177","2523270613","1048018930785083392"
"1126652099062841344","199837840","1048018930785083392"
"1126973502425391107","1100423784417427459","1100423784417427459"
"1126671727637852165","53055530","18899974"
"1126976824825790465","1103525194063327238","1080667016560889857"
"1126982222341378049","1036636331521306624","1027703653329784832"
"1126675162378588161","53055530","18899974"
"1126684872750186496","1020802092376604672","1048018930785083392"
"1126983074904969216","759971864970092545","1048018930785083392"
"1126730189688336384","1126314824407764992","1126314824407764992"
"1126695558540713986","498384003","2269277408"
"1126697520032243714","3630770113","1048018930785083392"
"1126992402583932928","1115117593398898688","1115117593398898688"
"1126739513215148035","1111693395741822976","1111693395741822976"
"1127009234032496641","140979317","207936757"
"1127003723874623488","1097904120923672576","1048018930785083392"
"1126763563027030018","2988204738","1048018930785083392"
"1126786165682651137","3225797391","1707791742"
"1127011436847218688","1089488884407234562","1089488884407234562"
"1126798760846209024","1121958841","1121958841"
"1126294747138519040","1268839860","1268839860"
"1127018259751079937","1126619148883304448","1126619148883304448"
"1126811070461501440","128480074","1488707239"
"1126864896023511040","3237567568","3237567568"
"1126898057780629509","795702901851168769","924769519817711616"
"1126875513883115521","887144702532882432","887144702532882432"
"1126873589888712705","2394162601","2394162601"
"1126889851004047360","1126888392334237696","1048018930785083392"
"1126888610085519365","1092053546621489153","11994"
"1126889900706545664","75579075","75579075"
"1126891108921856001","969933318782312453","969933318782312453"
"1126903224588324864","1092053546621489153","18899974"
"1126922663878955008","50582194","50582194"
"1126947582310330371","1105116740793651201","10228272"
"1126942780624760832","2267760918","962219190538199041"
"1126297476623810560","732801886164783104","207936757"
"1126961357016969216","2333884586","3347783211"
"1127000801346490368","605494261","605494261"
"1126301398109388802","1103890479337287681","2222149546"
"1126316285682438145","1855735214","1048018930785083392"
"1126391351686225920","1105783937417138176","1105783937417138176"
"1126317633480024064","1099639983227383808","1099639983227383808"
"1126365517554573313","551562211","551562211"
"1126367486952267777","128154096","996860055914975232"
"1126382430951284737","717887217906106368","846283234853965824"
"1126429766779920384","1036636331521306624","1027703653329784832"
"1126407732133675009","3006545840","18899974"
"1126451409606438912","3023884765","3023884765"
"1126432139615117312","1036636331521306624","1027703653329784832"
"1126510666691428352","3122718202","3122718202"
"1126467040221356033","3781908980","18899974"
"1126479715995353090","4274038096","4274038096"
"1126538554069409793","1090950552","1090950552"
"1126525560253845505","823261373555621889","823261373555621889"
"1126541368824778752","1107636379494735874","1107636379494735874"
"1126542943538429952","799260960019988481","11994"
"1126547385923055618","792004802377023488","886273695542595586"
"1126552556434378754","972720874234105857","972720874234105857"
"1126558314349731841","799260960019988481","18899974"
"1126621102623662086","4341694584","1037896901658521600"
"1126576927354048514","1089797813184147456","1048018930785083392"
"1126597253513326593","1082816705133461504","1082816705133461504"
"1126645379598917632","1093768348586790912","1093768348586790912"
"1126658006643380224","844161371696640001","844161371696640001"
"1126670617321902081","2865232120","1125597542627119104"
"1126671407583305735","75579075","75579075"
"1126796738902102017","2634680895","2634680895"
"1126673146486988801","53055530","18899974"
"1126718640135426050","4488041961","4699548200"
"1126771493080223744","940576716459687936","940576716459687936"
"1126784006018818049","235907513","235907513"
"1126835164628299776","3154167623","258580257"
"1126801353458749441","1121958841","1121958841"
"1126829382570520576","1074656125885276160","1074656125885276160"
"1126837908755877889","304523389","304523389"
"1126848789376131077","31419101","836915197637951488"
"1126865316129255424","487208935","1048018930785083392"
"1126868818108698624","1092053546621489153","11994"
"1126866135289229313","953339204708179969","18899974"
"1126868937273159681","823588568341839873","1048018930785083392"
"1126887448674541569","912002756902301697","1058920078228500481"
"1126877396651499520","1092053546621489153","11994"
"1126914133784326144","63836837","63836837"
"1126907540896456709","1123940748079108096","1123940748079108096"
"1126926513301889024","1599316658","1048018930785083392"
"1126940203711696896","3327029107","818511729726525440"
"1126935017417003010","3387475078","394216985"
"1126937247180181504","1092053546621489153","18899974"
"1126975209012117511","159675136","1048018930785083392"
"1126945759855669248","1092053546621489153","18899974"
"1126993948306759680","1105315708018278402","1105315708018278402"
"1126988006546661377","1097904120923672576","1048018930785083392"
"1126368370188869632","897491029510770690","897491029510770690"
"1126726373404434441","1114378108071751683","962219190538199041"
"1126959321751871488","797582984752799744","542744664"
