"created_at","tweet_user_id","followers_count","country","name","coordinates","place_type","text","hashtag","game"
"2019-05-09 05:30:40","72145947","866","México","Miguel Hidalgo","[[[-99.259495, 19.386371], [-99.259495, 19.473498], [-99.163526, 19.473498], [-99.163526, 19.386371]]]","city","No quería entrar a jugar hoy #Overwatch  y llevamos super racha de victorias, es mi puntuación más alta que he obte… https://t.co/eEunCo2Ygp","['Overwatch']","overwatch"
"2019-05-09 12:21:54","279404232","430","Dominican Republic","anto Domingo de Guzmán","[[[-69.996319, 18.424798], [-69.996319, 18.546752], [-69.860465, 18.546752], [-69.860465, 18.424798]]]","city","Estos son los items que fueron vaulteados del juego para esta season!!!
.
.
Créditos de la imagen: fortnitefeed… https://t.co/sxjGvNDbxX",NULL,"Fortnite"
"2019-05-09 12:21:57","318016839","290","Ecuador","Guayaquil","[[[-80.467605, -3.063716], [-80.467605, -1.962274], [-79.714781, -1.962274], [-79.714781, -3.063716]]]","city","La #Temporada9 de #Fortnite acaba de abrir sus compuertas, y trae consigo un aluvión de #nuevascaracterísticas junt… https://t.co/dp2XDAvVN9","['Temporada9', 'Fortnite', 'nuevascaracterísticas']","Fortnite"
"2019-05-09 05:39:31","1220339060","518","United States","Minneapolis","[[[-93.329515, 44.889964], [-93.329515, 45.051257], [-93.194578, 45.051257], [-93.194578, 44.889964]]]","city","Stick em up ! Ready up! We got round 2 of the pop up #apexlegends tournament mortimersbar on the 19th... my boys fr… https://t.co/DYKMugAGCM","['apexlegends']","ApexLegends"
"2019-05-09 12:27:07","1040086537957003264","40","Mexico","Cuauhtémoc","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]","city","Mochilas que llegaran pronto a Fortnite
#bestplayer #creatorcode #fortnite #mayorguitagp #fortniteshop… https://t.co/781zOMTQUz","['bestplayer', 'creatorcode', 'fortnite', 'mayorguitagp', 'fortniteshop']","Fortnite"
"2019-05-09 12:31:31","1040086537957003264","40","Mexico","Cuauhtémoc","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]","city","Escopeta de combate
#bestplayer #creatorcode #fortnite #mayorguitagp #fortniteshop #fortnitechallenges… https://t.co/Cf0h4y4pXZ","['bestplayer', 'creatorcode', 'fortnite', 'mayorguitagp', 'fortniteshop', 'fortnitechallenges']","Fortnite"
"2019-05-09 14:19:46","56645396","946","United States","Alafaya","[[[-81.244501, 28.489488], [-81.244501, 28.568794], [-81.125632, 28.568794], [-81.125632, 28.489488]]]","city","RIP Pump Shotgun.

Can we get some F’s in the chat for the old girl?

Wtf is @EpicGames doing to #Fortnite? https://t.co/XEo0OtOSfg","['Fortnite']","Fortnite"
"2019-05-09 12:15:16","1040086537957003264","40","Mexico","Cuauhtémoc","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]","city","Nuevo mapa temporada 9
#bestplayer #creatorcode #fortnite #mayorguitagp #fortniteshop #fortnitechallenges… https://t.co/IO1ZbWragN","['bestplayer', 'creatorcode', 'fortnite', 'mayorguitagp', 'fortniteshop', 'fortnitechallenges']","Fortnite"
"2019-05-09 12:31:52","1040086537957003264","40","Mexico","Cuauhtémoc","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]","city","Nueva pantalla de elección de modo de juego
#bestplayer #creatorcode #fortnite #mayorguitagp #fortniteshop… https://t.co/tYgmdRDQin","['bestplayer', 'creatorcode', 'fortnite', 'mayorguitagp', 'fortniteshop']","Fortnite"
"2019-05-09 12:15:54","1040086537957003264","40","Mexico","Cuauhtémoc","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]","city","Todas las skins del pase de batalla
#bestplayer #creatorcode #fortnite #mayorguitagp #fortniteshop… https://t.co/HkbTYcw2T7","['bestplayer', 'creatorcode', 'fortnite', 'mayorguitagp', 'fortniteshop']","Fortnite"
"2019-05-09 12:33:43","2394418921","77","Guatemala","Guatemala","[[[-92.227387, 13.72873], [-92.227387, 17.816205], [-88.221055, 17.816205], [-88.221055, 13.72873]]]","country","Última victoria Temporada 8 🎮🌋
Apoyame como creador en la tienda de @fortnitegame  con mi código: 
TRICKINGMCLOU 🎮🔥… https://t.co/zYkiWjAnvm",NULL,"Fortnite"
"2019-05-09 15:22:42","1019441568942444544","129","United States","Arizona","[[[-114.818269, 31.332246], [-114.818269, 37.004261], [-109.045153, 37.004261], [-109.045153, 31.332246]]]","admin","Starting my stream now! Im trying to get 1,500 damage per game on my wraith stats and im almost there :)… https://t.co/ZIOJxZemid",NULL,"Fortnite"
"2019-05-09 12:17:23","1040086537957003264","40","Mexico","Cuauhtémoc","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]","city","Han eliminado la escopeta de corredera
#bestplayer #creatorcode #fortnite #mayorguitagp #fortniteshop… https://t.co/uglIK5Wxg9","['bestplayer', 'creatorcode', 'fortnite', 'mayorguitagp', 'fortniteshop']","Fortnite"
"2019-05-09 15:44:30","33430733","6231","United States","Austin","[[[-97.928935, 30.127892], [-97.928935, 30.518799], [-97.580513, 30.518799], [-97.580513, 30.127892]]]","city","We LIVE NOW Feature Hype  #thursdaymotivation playin some #Fortnite on watchmixer come enjoy community fun… https://t.co/pIvVEFUj6t","['thursdaymotivation', 'Fortnite']","Fortnite"
"2019-05-09 16:13:12","460848728","63","Sverige","Stockholm","[[[17.760132, 59.227138], [17.760132, 59.440204], [18.199986, 59.440204], [18.199986, 59.227138]]]","city","Ca 15% av min lediga tid går det åt spela #Fortnite. Fantastik spel och pengamaskin 💸👍🏽🎮","['Fortnite']","Fortnite"
"2019-05-09 12:35:25","1040086537957003264","40","Mexico","Cuauhtémoc","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]","city","Al parecer balsa botín comienza a regenerarse
#bestplayer #creatorcode #fortnite #mayorguitagp #fortniteshop… https://t.co/j4k1RqBIT2","['bestplayer', 'creatorcode', 'fortnite', 'mayorguitagp', 'fortniteshop']","Fortnite"
"2019-05-09 21:14:14","759175293823283200","102","France","Reims","[[[3.985842, 49.2039], [3.985842, 49.303158], [4.124026, 49.303158], [4.124026, 49.2039]]]","city","En vrai j'ai jamais trop été hype par les saison de #Fortnite là ça me plaît bien la saison 9 et vous ? 😁 #fortnitesaison9 #Fortnitefr","['Fortnite', 'fortnitesaison9', 'Fortnitefr']","Fortnite"
"2019-05-09 12:37:37","555520981","1095","United States","Georgetown","[[[-75.413361, 38.665959], [-75.413361, 38.707712], [-75.363777, 38.707712], [-75.363777, 38.665959]]]","city","So what’s going on with my OG John Wick skin are we getting a variant style or something I know it won’t be in the… https://t.co/rREo2yCmqA",NULL,"Fortnite"
"2019-05-09 16:34:52","144736130","832","Argentina","Ciudad Autónoma de Buenos Aires","[[[-58.531792, -34.674453], [-58.531792, -34.534177], [-58.353494, -34.534177], [-58.353494, -34.674453]]]","city","Los que diseñaron el vídeo de PG-13 se nota que eran re fans del #Fortnite 😂","['Fortnite']","Fortnite"
"2019-05-09 21:26:41","765260038378180608","1167","United States","Las Vegas","[[[-115.384091, 36.129459], [-115.384091, 36.336371], [-115.062159, 36.336371], [-115.062159, 36.129459]]]","city","🔴 Live Now!! It's my #Friday #Woot!

#ComeCreep ➡️
https://t.co/vxlyqZWaWL 💋

#GWGFam #TwitchAffiliate #Frapanese… https://t.co/2O3u6HMzyO","['Friday', 'Woot', 'ComeCreep', 'GWGFam', 'TwitchAffiliate', 'Frapanese']","overwatch"
"2019-05-09 18:24:28","717520476","364","México","Cadereyta Jiménez","[[[-100.178243, 25.341122], [-100.178243, 25.697462], [-99.68425, 25.697462], [-99.68425, 25.341122]]]","city","TRÁILER OFICIAL DE LA TEMPORADA 9 DE FORTNITE BATTLE ROYAL!
.
#Fortnite #Season9 #Temporada9 #FortniteBattleRoyal… https://t.co/IegOMCFSrb","['Fortnite', 'Season9', 'Temporada9', 'FortniteBattleRoyal']","Fortnite"
"2019-05-09 18:40:02","102276372","532","Canada","New Westminster","[[[-122.959983, 49.175445], [-122.959983, 49.238058], [-122.875033, 49.238058], [-122.875033, 49.175445]]]","city","Season 9 looks sick. I can’t wait for the next event. No idea what is is, but it has to be good with this setting. #Fortnite","['Fortnite']","Fortnite"
"2019-05-09 18:56:42","179952944","1160","United States","Willowick","[[[-81.488902, 41.618052], [-81.488902, 41.652659], [-81.451305, 41.652659], [-81.451305, 41.618052]]]","city","FORTNITE add me RealRonF
#Fortnite #Season9 #FortniteArt https://t.co/uZiSL04UgQ","['Fortnite', 'Season9', 'FortniteArt']","Fortnite"
"2019-05-09 19:17:07","740886552","188","United States","California","[[[-124.482003, 32.528832], [-124.482003, 42.009519], [-114.131212, 42.009519], [-114.131212, 32.528832]]]","admin","I'm not cheating, you are. Kappa (P.S. more highlights in the replies below) #overwatch #ptr #customgames #workshop… https://t.co/OO3rz5159h","['overwatch', 'ptr', 'customgames', 'workshop']","overwatch"
"2019-05-09 19:28:50","845249777109516289","1032","Spain","San Bartolomé de Tirajana","[[[-15.674226, 27.734563], [-15.674226, 27.965216], [-15.42668, 27.965216], [-15.42668, 27.734563]]]","city","Eerste win van het seizoen is binnen met een prima 5 kills 👌🏻 #fortnite https://t.co/7R0Tyd7AeP","['fortnite']","Fortnite"
"2019-05-09 13:37:04","2863741180","345","Venezuela","Villa De Cura","[[[-67.51075, 10.020864], [-67.51075, 10.049999], [-67.472954, 10.049999], [-67.472954, 10.020864]]]","city","¡La #Temporada9 de #Fortnite ya está aquí!. Pide tu #PaseDeBatalla para todas las consolas en #SuperJuegosStore. 
D… https://t.co/xCnTghMfdH","['Temporada9', 'Fortnite', 'PaseDeBatalla', 'SuperJuegosStore']","Fortnite"
"2019-05-09 14:18:35","1088964086094876674","103","United States","Venice","[[[-82.469607, 27.060699], [-82.469607, 27.133659], [-82.393903, 27.133659], [-82.393903, 27.060699]]]","city","Idk why #fortnite so mad about the pump, the tac does 112 to the head, the pump only did 34..","['fortnite']","Fortnite"
"2019-05-10 14:16:38","555520981","1095","United States","Millsboro","[[[-75.322961, 38.565275], [-75.322961, 38.604236], [-75.267365, 38.604236], [-75.267365, 38.565275]]]","city","Where my free glider at #Fortnite 👀 #FortniteBattleRoyale","['Fortnite', 'FortniteBattleRoyale']","Fortnite"
"2019-05-10 15:17:56","1080361485254066178","277","United States","Gilbert","[[[-111.842244, 33.204608], [-111.842244, 33.385822], [-111.634889, 33.385822], [-111.634889, 33.204608]]]","city","NEW INTRO🔥YoLittyGaming🔥#SmallStreamersConnect
#SupportSmallStreamers
#Streamers #Twitch #ps4 #xbox 
#Live… https://t.co/rFnhcaBIRy","['SmallStreamersConnect', 'SupportSmallStreamers', 'Streamers', 'Twitch', 'ps4', 'xbox', 'Live']","Fortnite"
"2019-05-09 21:46:26","376879148","606","Colombia","Medellín","[[[-75.731653, 6.166059], [-75.731653, 6.375707], [-75.506773, 6.375707], [-75.506773, 6.166059]]]","city","¿Qué le pasó a #Fortnite de verdad? @Fortnite_ES @FortniteGame","['Fortnite']","Fortnite"
"2019-05-09 23:01:46","179191729","103145","Brazil","Sao Paulo","[[[-46.826039, -24.008814], [-46.826039, -23.356792], [-46.365052, -23.356792], [-46.365052, -24.008814]]]","city","ÚLTIMA CHANCE de entrar na 1° qualificatória da temporada CNC!

Inscrições 👉 https://t.co/7CtrY5Mi8I

Md3, eliminaç… https://t.co/8EYzeBQQJS",NULL,"Hearthstone"
"2019-05-10 15:20:12","994697634093912064","28","United States","Dallas","[[[-96.977527, 32.620678], [-96.977527, 33.019039], [-96.54598, 33.019039], [-96.54598, 32.620678]]]","city","Speaking OF that NEW #Fortnite #Fortbyte piece that dropped this morning, @MattIsSuperman, did you get it yet? It’s… https://t.co/xCgBrRKiXY","['Fortnite', 'Fortbyte']","Fortnite"
"2019-05-10 15:24:14","60585364","10813","South Africa","Ntuzuma","[[[30.919333, -29.767499], [30.919333, -29.712799], [30.972549, -29.712799], [30.972549, -29.767499]]]","city","This game can be very intense yaz 💢💢💢 #Np #ApexLegends #TheGameshack #ps4 https://t.co/7oq8f5u4zM","['Np', 'ApexLegends', 'TheGameshack', 'ps4']","ApexLegends"
"2019-05-10 15:27:18","1081472357401800705","235","United States","Loganville","[[[-83.935379, 33.80308], [-83.935379, 33.867211], [-83.860408, 33.867211], [-83.860408, 33.80308]]]","city","Tip of the Day🔥
Building your Network should be something you do everyday! Get into the Comment section &amp; see who's… https://t.co/9789M2AhWk",NULL,"Fortnite"
"2019-05-09 19:40:35","1087021552930095105","6","United Kingdom","Halifax","[[[-1.935533, 53.696167], [-1.935533, 53.762979], [-1.844528, 53.762979], [-1.844528, 53.696167]]]","city","So behind on posting, so forgive the following barrage. First up, Fortnite cake from a couple of weeks ago in Class… https://t.co/POjwV6UWD9",NULL,"Fortnite"
"2019-05-09 20:12:15","929498664770424837","39","United Kingdom","England","[[[-6.365194, 49.882531], [-6.365194, 55.811649], [1.768926, 55.811649], [1.768926, 49.882531]]]","admin","FOLLOW ME!😃❤️#apexlegends #twitch #gamer #streamer #ps #twitchstreamer #xboxone #xbox #gaming #videogames #pc #apex… https://t.co/4c1hbFDqqI","['apexlegends', 'twitch', 'gamer', 'streamer', 'ps', 'twitchstreamer', 'xboxone', 'xbox', 'gaming', 'videogames', 'pc', 'apex']","Fortnite"
"2019-05-09 23:15:11","22116191","938","United States","Georgia","[[[-85.605166, 30.355644], [-85.605166, 35.000771], [-80.742567, 35.000771], [-80.742567, 30.355644]]]","admin","Direct from China: Metal Alternator and Prowler from #apexlegends ! These things are huge and awesome!… https://t.co/SXc0nKIDWX","['apexlegends']","Fortnite"
"2019-05-10 22:59:03","1034116418407620608","63","United States","Rosemont","[[[-121.385837, 38.528987], [-121.385837, 38.566098], [-121.334884, 38.566098], [-121.334884, 38.528987]]]","city","•Instagram , Watch me at https://t.co/HNCzcwNY3G 👾gang_land916 🎮📺 
•Like 👍🏽 
•Follow🗣
•Comment👁‍🗨
•Thank you for th… https://t.co/JJV5hruLSC",NULL,"Fortnite"
"2019-05-10 16:35:20","807405140","780","United States","Portland","[[[-122.790065, 45.421863], [-122.790065, 45.650941], [-122.471751, 45.650941], [-122.471751, 45.421863]]]","city","Mercy's new skin is now my #NewProfilePic #overwatch #mercy #Playoverwatch #blizzardentertainment #mercymain https://t.co/xAYXu9nfV0","['NewProfilePic', 'overwatch', 'mercy', 'Playoverwatch', 'blizzardentertainment', 'mercymain']","overwatch"
"2019-05-10 00:46:20","858164310803173376","20","Deutschland","Stuttgart","[[[9.038755, 48.692258], [9.038755, 48.866345], [9.31594, 48.866345], [9.31594, 48.692258]]]","city","Und natürlich hatte ich die Nase vorn!?!?!? #fortniteleaks #follow #fortnite #shop #hunterarmy #likeforlikes… https://t.co/Zl5WDo8g6E","['fortniteleaks', 'follow', 'fortnite', 'shop', 'hunterarmy', 'likeforlikes']","Fortnite"
"2019-05-10 17:00:00","344222552","102","Jamaica","Jamaica","[[[-78.368878, 17.705786], [-78.368878, 18.525029], [-76.183028, 18.525029], [-76.183028, 17.705786]]]","country","Hey!!
Can you support my friend and subscribe to his YouTube channel.
It would mean so much, thank you.… https://t.co/FckZEUMcpM",NULL,"Fortnite"
"2019-05-10 23:02:52","17214130","3474","Ukraine","Ukraine","[[[22.13572, 44.386383], [22.13572, 52.379475], [40.227172, 52.379475], [40.227172, 44.386383]]]","country","I just astound em all any time I flow, causing a knock on affect like a domino....... @cyrusdavirus -
-
-
-
-… https://t.co/Yy7zEORHoB",NULL,"Fortnite"
"2019-05-10 23:26:54","2836033863","132","España","Jerez de la Frontera","[[[-6.306111, 36.516968], [-6.306111, 36.864413], [-5.455137, 36.864413], [-5.455137, 36.516968]]]","city","Bienvenidos una vez más a la #SkiLLLCrew !! Estamos en #twitch empezando el #Directo con algo de #Fortnite , os des… https://t.co/XgeKypMiSu","['SkiLLLCrew', 'twitch', 'Directo', 'Fortnite']","Fortnite"
"2019-05-10 02:18:23","14194003","536","United States","Portsmouth","[[[-76.420402, 36.786146], [-76.420402, 36.897382], [-76.291434, 36.897382], [-76.291434, 36.786146]]]","city","NOOBMASTER69!!!!!!!!!!!!!!!!!!  

That's right bitches, I got the helmet to go with the hammer. :p Also I finally h… https://t.co/zahvr2NN3i",NULL,"Fortnite"
"2019-05-10 19:56:30","749197086","541260","France","Paris","[[[2.224101, 48.815521], [2.224101, 48.902146], [2.469905, 48.902146], [2.469905, 48.815521]]]","city","GGWP @astralisgg 🇩🇰

You were a better team! Our next opponent is @ENCE 🇫🇮
📺 https://t.co/DGLaqxEAdk 

#GONINJAS… https://t.co/Om8h8sWIHc","['GONINJAS']","CSGO"
"2019-05-10 11:16:09","1055347479032578048","6","Costa Rica","Cartago","[[[-84.079178, 9.467478], [-84.079178, 10.136087], [-83.316818, 10.136087], [-83.316818, 9.467478]]]","admin","That #awkward moment when you get busted playing #Fortnite late on a school night 🤭🤭

#twitch #twitchstreamer… https://t.co/8TkGS7wjvr","['awkward', 'Fortnite', 'twitch', 'twitchstreamer']","Fortnite"
"2019-05-10 20:19:14","898889192809385988","56","Finland","Kirkkonummi","[[[24.271928, 59.865519], [24.271928, 60.297706], [24.773172, 60.297706], [24.773172, 59.865519]]]","city","Live 🔥#ApexLegends #Xbox #MixerStreamer #WatchMixer https://t.co/lhKXzTDvoR","['ApexLegends', 'Xbox', 'MixerStreamer', 'WatchMixer']","ApexLegends"
"2019-05-10 11:27:42","764512383989649409","21","Italia","Pisa","[[[10.269632, 43.581381], [10.269632, 43.750975], [10.456317, 43.750975], [10.456317, 43.581381]]]","city","Il nostro primo fan ci dona €1.301! INCREDIBILE (Parte 2)
#rocketleagueservers #rocketleaguefloss… https://t.co/mvgAsOO38B","['rocketleagueservers', 'rocketleaguefloss']","Fortnite"
"2019-05-10 20:22:11","880053317027545088","52","United States","Maryland","[[[-79.487651, 37.886607], [-79.487651, 39.723622], [-74.986286, 39.723622], [-74.986286, 37.886607]]]","admin","i wonder if epic knows that ppl are gonna stop playing this trash ass game bc they took the gun out that made this… https://t.co/0HvubQ90gV",NULL,"Fortnite"
"2019-05-10 11:31:35","1071096209446645761","1124","Switzerland","Switzerland","[[[5.955894, 45.817792], [5.955894, 47.808381], [10.49238, 47.808381], [10.49238, 45.817792]]]","country","Fortnite V2 - Responsive
 click the link: https://t.co/xVLo0m0dxO
#fortnite #fortnitevbucks #fortniteios… https://t.co/1Qwx3k3rL2","['fortnite', 'fortnitevbucks', 'fortniteios']","Fortnite"
"2019-05-10 13:38:54","165930322","968","Brasil","Angra dos Reis","[[[-44.640141, -23.226788], [-44.640141, -22.838077], [-44.091446, -22.838077], [-44.091446, -23.226788]]]","city","To rindo dos caras chorando até agora porque uma arma saiu do jogo. #FortniteSeason9 #Fortnite https://t.co/ZHMVjrtvNs","['FortniteSeason9', 'Fortnite']","Fortnite"
"2019-05-09 08:45:01","342506326","2854","United States","Rockland","[[[-70.948871, 42.086249], [-70.948871, 42.171388], [-70.883967, 42.171388], [-70.883967, 42.086249]]]","city","Tommy guns are back? No more pump shotguns? Wow, another hiatus might be coming, ya done f🤬🤬🤬ed up epic🤦🏻‍♂️💁🏻‍♂️… https://t.co/IHzOYVYagY",NULL,"Fortnite"
"2019-05-09 13:57:02","355591711","655","Indonesia","Cibeunying Kaler","[[[107.618814, -6.906736], [107.618814, -6.866087], [107.643771, -6.866087], [107.643771, -6.906736]]]","city","lol my eyes",NULL,"dota2"
"2019-05-09 18:46:57","415415573","329","Kingdom of Saudi Arabia","Unayzah","[[[43.837312, 25.930033], [43.837312, 26.181514], [44.117903, 26.181514], [44.117903, 25.930033]]]","city","قوي قوي قوي قوي 😣😣",NULL,"overwatch"
"2019-05-09 09:19:26","555520981","1095","United States","Millsboro","[[[-75.322961, 38.565275], [-75.322961, 38.604236], [-75.267365, 38.604236], [-75.267365, 38.565275]]]","city","👍",NULL,"Fortnite"
"2019-05-09 10:00:59","605233243","522","Malaysia","Miri","[[[113.410527, 3.295309], [113.410527, 4.597678], [114.211628, 4.597678], [114.211628, 3.295309]]]","city","Anak aku pun mcm tok klak hahaha",NULL,"Fortnite"
"2019-05-09 14:28:26","953704870971871238","850","United States","Westfield","[[[-72.828565, 42.073301], [-72.828565, 42.188583], [-72.684842, 42.188583], [-72.684842, 42.073301]]]","city","The last match with red and white..",NULL,"dota2"
"2019-05-09 03:01:04","983437344438038528","448","United States","Walnut Creek","[[[-122.10003, 37.842368], [-122.10003, 37.944965], [-121.980829, 37.944965], [-121.980829, 37.842368]]]","city","He hits those!🙌🏼🙌🏼",NULL,"Fortnite"
"2019-05-09 10:59:23","1074023487080198144","217","Deutschland","Bochum","[[[7.10211, 51.410421], [7.10211, 51.531405], [7.349349, 51.531405], [7.349349, 51.410421]]]","city","Heute Abend @OverwatchDE  😍💜 YAS",NULL,"overwatch"
"2019-05-09 05:32:50","573388524","1188","United States","Holualoa","[[[-155.987927, 19.59724], [-155.987927, 19.634302], [-155.943821, 19.634302], [-155.943821, 19.59724]]]","city","NEITHER",NULL,"Fortnite"
"2019-05-09 05:49:22","1054458280431550470","63","United States","Houston","[[[-95.823268, 29.522325], [-95.823268, 30.154665], [-95.069705, 30.154665], [-95.069705, 29.522325]]]","city","🚫🧢 plzzz I’m waiting as we speakkk",NULL,"Fortnite"
"2019-05-09 15:50:25","241954117","1939","Brasil","Boa Vista","[[[-61.000632, 2.427858], [-61.000632, 3.606091], [-60.287758, 3.606091], [-60.287758, 2.427858]]]","city","Aphromoo magrin kkkkkkk bons tempos de lolzinho",NULL,"LeagueOfLegends"
"2019-05-09 11:39:41","30298563","2239","United States","Georgia","[[[-85.605166, 30.355644], [-85.605166, 35.000771], [-80.742567, 35.000771], [-80.742567, 30.355644]]]","admin","😯😯😯 @_BigDreams10",NULL,"Fortnite"
"2019-05-09 16:50:41","52035578","644","Republic of the Philippines","Zamboanga City","[[[121.899411, 6.880958], [121.899411, 7.469988], [122.395072, 7.469988], [122.395072, 6.880958]]]","city","Olivia Hye is shaking in jealousy",NULL,"overwatch"
"2019-05-09 07:58:10","942534041319956480","196","España","Valladolid","[[[-4.928146, 41.523108], [-4.928146, 41.815553], [-4.630882, 41.815553], [-4.630882, 41.523108]]]","city","QUE COJONES",NULL,"Fortnite"
"2019-05-09 12:30:30","983368414386417666","116","Sverige","Kungsbacka","[[[11.4504, 57.140104], [11.4504, 57.597527], [12.419377, 57.597527], [12.419377, 57.140104]]]","city","🔥🔥🔥",NULL,"CSGO"
"2019-05-09 08:05:15","2310654961","248","United States","San Diego","[[[-117.282538, 32.53962], [-117.282538, 33.080404], [-116.92744, 33.080404], [-116.92744, 32.53962]]]","city","this looks sicc af",NULL,"Fortnite"
"2019-05-09 08:37:25","573388524","1188","United States","Holualoa","[[[-155.987927, 19.59724], [-155.987927, 19.634302], [-155.943821, 19.634302], [-155.943821, 19.59724]]]","city","Clean",NULL,"Fortnite"
"2019-05-09 12:34:33","555520981","1095","United States","Georgetown","[[[-75.413361, 38.665959], [-75.413361, 38.707712], [-75.363777, 38.707712], [-75.363777, 38.665959]]]","city","I need it ASAP but I’m at work this morning 😤🥺#FortniteSeason9 #FortniteBattleRoyale #Fortnite","['FortniteSeason9', 'FortniteBattleRoyale', 'Fortnite']","Fortnite"
"2019-05-09 17:10:05","168371832","151","United States","Citrus Ridge","[[[-81.719317, 28.330218], [-81.719317, 28.397495], [-81.657134, 28.397495], [-81.657134, 28.330218]]]","city","@FortniteGame oooooomg just watch the BS first kill vs the last ones. Revert pumps or RIOT oooo #RevertOrRIOT… https://t.co/2duun5bqTe","['RevertOrRIOT']","Fortnite"
"2019-05-09 18:31:27","61372144","4770","United States","Opelousas","[[[-92.164674, 30.469767], [-92.164674, 30.587433], [-92.03885, 30.587433], [-92.03885, 30.469767]]]","city","This shit trash af!!!! 73 hits near the head?",NULL,"Fortnite"
"2019-05-09 14:21:53","3167542810","131","Brazil","Sao Paulo","[[[-46.826039, -24.008814], [-46.826039, -23.356792], [-46.365052, -23.356792], [-46.365052, -24.008814]]]","city","Naw das bala tensa",NULL,"CSGO"
"2019-05-09 19:56:06","251021262","697","Indonesia","Kasihan","[[[110.280837, -7.861376], [110.280837, -7.768102], [110.352836, -7.768102], [110.352836, -7.861376]]]","city","Bakuryu?",NULL,"dota2"
"2019-05-09 20:49:55","78940189","509","México","Miguel Hidalgo","[[[-99.259495, 19.386371], [-99.259495, 19.473498], [-99.163526, 19.473498], [-99.163526, 19.386371]]]","city","😎🤩",NULL,"LeagueOfLegends"
"2019-05-10 18:55:03","610358180","775","España","Valladolid","[[[-4.928146, 41.523108], [-4.928146, 41.815553], [-4.630882, 41.815553], [-4.630882, 41.523108]]]","city","Salir del examen y ver esto no tiene precio jajajajaja me rajo con la @mariadematuja 😂",NULL,"CSGO"
"2019-05-09 21:59:51","956210176264163328","2417","United States","Carmel","[[[-86.241245, 39.926048], [-86.241245, 40.000451], [-86.023652, 40.000451], [-86.023652, 39.926048]]]","city","Go get your dance on with @ChesterRushing 👻",NULL,"Fortnite"
"2019-05-10 04:01:21","784944049983590400","452","Republic of the Philippines","City of Tagum","[[[125.728768, 7.31587], [125.728768, 7.531406], [125.868867, 7.531406], [125.868867, 7.31587]]]","city","Battlepass lang pls bahala na ng love life 🙇🏻‍♂️",NULL,"dota2"
"2019-05-10 04:25:05","1120764781663797248","7","United States","Merrifield","[[[-77.274342, 38.86503], [-77.274342, 38.890139], [-77.217659, 38.890139], [-77.217659, 38.86503]]]","city","#NotToday #MetGala2019 #NadiaNaked #BTS #VALARS #CHEFRA #XMenDay #Zenith #LynseySharp #KevinDurant #JaSam #HR986… https://t.co/n6MFeLmBH3","['NotToday', 'MetGala2019', 'NadiaNaked', 'BTS', 'VALARS', 'CHEFRA', 'XMenDay', 'Zenith', 'LynseySharp', 'KevinDurant', 'JaSam', 'HR986']","Fortnite"
"2019-05-10 20:21:14","2749585061","2434","United States","Prairie View","[[[-96.015096, 30.061706], [-96.015096, 30.10461], [-95.965255, 30.10461], [-95.965255, 30.061706]]]","city","#Fortnite #duos #squads #battleroyale #FortniteSeason9","['Fortnite', 'duos', 'squads', 'battleroyale', 'FortniteSeason9']","Fortnite"
"2019-05-10 20:56:14","3054303482","157","Brasil","Londrina","[[[-51.324349, -23.853841], [-51.324349, -23.172202], [-50.875447, -23.172202], [-50.875447, -23.853841]]]","city","Hanabi tá só sendo sensato, cara é um monstro mas falta um algo a mais pra ele se colocar num palco contra TheShy,… https://t.co/5mEH4hxW54",NULL,"LeagueOfLegends"
"2019-05-10 09:18:24","573388524","1188","United States","Holualoa","[[[-155.987927, 19.59724], [-155.987927, 19.634302], [-155.943821, 19.634302], [-155.943821, 19.59724]]]","city","Imagine thinking 11 kills is hard 😂",NULL,"ApexLegends"
"2019-05-10 21:03:48","956210176264163328","2417","United States","Carmel","[[[-86.241245, 39.926048], [-86.241245, 40.000451], [-86.023652, 40.000451], [-86.023652, 39.926048]]]","city","Tomorrow!

Last chance to sign up and win some cash! 

#Fortnite","['Fortnite']","Fortnite"
"2019-05-09 01:27:44","1019441568942444544","129","United States","Arizona","[[[-114.818269, 31.332246], [-114.818269, 37.004261], [-109.045153, 37.004261], [-109.045153, 31.332246]]]","admin","Maybe make his Q/L1 longer distance   @Respawn #apexlegends","['apexlegends']","ApexLegends"
"2019-05-10 12:12:29","1089592555220668417","71","France","Strasbourg","[[[7.68816, 48.492421], [7.68816, 48.646192], [7.836256, 48.646192], [7.836256, 48.492421]]]","city","Me la faut cette peluche hammond",NULL,"overwatch"
