"tweet_user_id","retweeted_user_id"
"255799600","93659369"
"1117168138192179202","1064910033773830144"
"1083481716709359616","1108710676921499648"
"1083481716709359616","1108710676921499648"
"744461397732450304","3770390538"
"1700341608","2207421862"
"2778079148","2860118762"
"747572644648783872","4582147815"
"829949470334935040","2207421862"
"403624562","3290936026"
"957190963515936769","3770390538"
"2202451968","3770390538"
"1064684599626948608","2207421862"
"802771606233714689","3770390538"
"1104275078835924992","3770390538"
"920915181219262466","875719190816182272"
"19104099","917585339148935168"
"1006744913122230274","3770390538"
"711969880451342336","3770390538"
"867291588094906368","773908258780221440"
"2810093845","3770390538"
"2842610056","1391578778"
"1098686218085302272","1011081309576409090"
"1106222604472463360","2207421862"
"1049389365686915078","93659369"
"2813791405","3770390538"
"835099071245336577","977946836882415616"
"731476921326821377","3770390538"
"776423280","818953972635566080"
"3090298505","4912870574"
"1904541648","1391578778"
"916251876999475200","4912870574"
"1958730439","4912870574"
"3193128664","4912870574"
"1963238552","4912870574"
"832387061239906304","4912870574"
"217736439","4912870574"
"932855370665443328","4912870574"
"891312635810955264","4912870574"
"755808396981436416","3166501473"
"863494288369254400","4912870574"
"907099694","4912870574"
"1065307292214718465","4912870574"
"742809812572995584","4912870574"
"1124002188257300481","4912870574"
"1125575342142308353","4912870574"
"934385611401609218","4912870574"
"1067285046703333376","4912870574"
"1609227246","4912870574"
"1034588362341081088","2207421862"
"1107729348","4912870574"
"938413241859837952","4912870574"
"1067398261567238146","4912870574"
"761194200117317632","4912870574"
"1081958282980458497","4912870574"
"774649284604157952","4912870574"
"952820245101768704","4912870574"
"2863812706","4912870574"
"2227800294","4912870574"
"1051878484451168256","4912870574"
"902546072634982400","4912870574"
"1082180311192985600","3770390538"
"4303301729","2207421862"
"740580009576927232","4912870574"
"1008118578711842816","4912870574"
"1968695532","2207421862"
"1111650764479442946","4912870574"
"485912228","818953972635566080"
"977921289661964288","4912870574"
"3059284066","4912870574"
"1064385946399862784","4912870574"
"4697292505","4912870574"
"1070109227165700096","2207421862"
"876983414074654721","4912870574"
"1096581954844147713","4912870574"
"3416246619","4912870574"
"915473291145510912","4912870574"
"4117441517","4912870574"
"1023940149611245568","4912870574"
"763812374","4912870574"
"847052460934008832","4912870574"
"966775659937845249","4912870574"
"893857523761119232","4912870574"
"3105570050","4912870574"
"1064401239738277888","4912870574"
"1064581308939067392","4912870574"
"703669676","4912870574"
"1011607917567635466","4912870574"
"884803982559936512","4912870574"
"912308721635569664","4912870574"
"703565896808329216","4912870574"
"1287631651","4912870574"
"718848344563523584","1391578778"
"732106133293305856","3770390538"
"1076700249887043589","4912870574"
"732106133293305856","4912870574"
"796436872222437376","4912870574"
"767863056416342016","4912870574"
"975793968150532096","868985900356608002"
"817521690","1391578778"
"4288202172","4912870574"
"4914809959","4912870574"
"800770880","4912870574"
"929644284780994560","4912870574"
"2939329815","4912870574"
"119427785","818953972635566080"
"1013286836276473856","2207421862"
"1969127310","868985900356608002"
"815939866190106624","4912870574"
"463243474","4912870574"
"2698716385","4912870574"
"785464806585360384","4912870574"
"451682565","1082867607819206658"
"858287447083548672","4582147815"
"858287447083548672","4582147815"
"1105253592833970176","1082867607819206658"
"2239662882","4912870574"
"2630795417","4912870574"
"1064454433914769409","4912870574"
"280599899","3313274687"
"1055456317895335937","4912870574"
"1016850283966550016","4912870574"
"1442024647","1082867607819206658"
"1125717147634814978","1082867607819206658"
"708791564823339008","4912870574"
"1125836754483855362","1125836754483855362"
"198217660","1069494120"
"2689934547","4912870574"
"3770390538","3770390538"
"1089653702787563525","4912870574"
"767693787221164032","4912870574"
"1117168138192179202","4464338416"
"1065366653028970496","4912870574"
"2329017907","4912870574"
"1053990202723762181","4912870574"
"1125124650206400514","1082867607819206658"
"4620585857","2577620090"
"1065382109920006149","4912870574"
"835099071245336577","1108710676921499648"
"2468506634","4912870574"
"4291002797","4912870574"
"1115061775848955905","4912870574"
"945215475180503040","4912870574"
"971526793055424518","4912870574"
"954276003286745088","795669709152722944"
"2908822862","4912870574"
"1068952300339761152","795669709152722944"
"927949117254336512","4912870574"
"1092601173058543617","1029123401900687360"
"915885313771364352","795669709152722944"
"825666582651293698","2184004813"
"834845864300457984","4912870574"
"890965282755407872","4912870574"
"965088217","4912870574"
"722537787518533632","3643068928"
"890967112189136899","4912870574"
"954276003286745088","949207662021042178"
"730472853775261698","4912870574"
"890354832053346304","4912870574"
"909300714056196096","4912870574"
"2914301812","1331186258"
"4078516983","3643068928"
"100495378","2941667585"
"965088217","3586426515"
"1076889154519068672","3770390538"
"3067344479","4912870574"
"1110987583063027715","717445408444837890"
"2650835887","4912870574"
"978671909352148993","1088329751872253953"
"1016060391502372865","904697932812869633"
"1112744970111340544","1108964176880230401"
"977584761714692096","4912870574"
"1369512726","2706981602"
"551082183","1108964176880230401"
"705062574656716802","4912870574"
"826453941420429312","4912870574"
"1047200095949733888","4912870574"
"1117168138192179202","2337993291"
"904697932812869633","904697932812869633"
"69755941","904697932812869633"
"845740832829460481","904697932812869633"
"1010770708803276800","4912870574"
"3206243117","1963460600"
"882909595370442752","904697932812869633"
"1120096252870438917","968543027017977858"
"1369512726","2706981602"
"821175898015727617","3643068928"
"755808396981436416","2980129686"
"1059492101992398849","1108964176880230401"
"869676414408302592","228036188"
"3147665556","4912870574"
"522645792","3643068928"
"968638890931376128","3237247119"
"3188369350","970439367004180482"
"2471938756","2980129686"
"746618785835036672","904697932812869633"
"1054008687570743296","2184004813"
"887401871257858052","1088329751872253953"
"125394377","1088329751872253953"
"2917262321","904697932812869633"
"850170900","1039171055133315072"
"1088470548160659460","1108964176880230401"
"2868343335","1088329751872253953"
"1238115564","1088329751872253953"
"864494939404742656","970439367004180482"
"780538709141692416","1088329751872253953"
"965228726370951168","1088329751872253953"
"1081182167722471424","1088329751872253953"
"696795182675726336","4912870574"
"1098806864177975301","1088329751872253953"
"1029855301355413504","4912870574"
"708377293933158400","1088329751872253953"
"1116372335655882752","1116372335655882752"
"1091105255595667457","1088329751872253953"
